NU_ANO,TP_SEXO,TP_FAIXA_ETARIA,SG_UF_PROVA,QTD
2019,M,5,SP,22188
2019,M,5,TO,1675
2019,M,6,AC,1094
2019,M,6,AL,2455
2019,M,6,AM,3238
2019,M,6,AP,1154
2019,M,6,BA,10099
2019,M,6,CE,6884
2019,M,6,DF,2619
2019,M,6,ES,2674
2019,M,6,GO,3542
2019,M,6,MA,5823
2019,M,6,MG,12965
2019,M,6,MS,1585
2019,M,6,MT,1943
2019,M,6,PA,7643
2019,M,6,PB,4109
2019,M,6,PE,6574
2019,M,6,PI,3461
2019,M,6,PR,4543
2019,M,6,RJ,8616
2019,M,6,RN,3592
2019,M,6,RO,1419
2019,M,6,RR,333
2019,M,6,RS,5757
2019,M,6,SC,1962
2019,M,6,SE,2211
2019,M,6,SP,15927
2019,M,6,TO,1216
2019,M,6,AC,961
2019,M,6,AL,2038
2019,M,6,AM,2697
2019,M,6,AP,945
2019,M,6,BA,8358
2019,M,6,CE,5308
2019,M,6,DF,1896
2019,M,6,ES,2076
2019,M,6,GO,2832
2019,M,6,MA,4645
2019,M,6,MG,10639
2019,M,6,MS,1377
2019,M,6,MT,1556
2019,M,6,PA,6266
2019,M,6,PB,3449
2019,M,6,PE,5319
2019,M,6,PI,2544
2019,M,6,PR,3815
2019,M,6,RJ,7145
2019,M,6,RN,2921
2019,M,6,RO,1159
2019,M,6,RR,289
2019,M,6,RS,4606
2019,M,6,SC,1673
2019,M,6,SE,1754
2019,M,6,SP,12859
2019,M,6,TO,946
2019,M,6,AC,813
2019,M,6,AL,1604
2019,M,6,AM,2250
2019,M,6,AP,848
2019,M,6,BA,6604
2019,M,6,CE,4171
2019,M,6,DF,1536
2019,M,6,ES,1598
2019,M,6,GO,2425
2019,M,6,MA,3757
2019,M,6,MG,8568
2019,M,6,MS,1052
2019,M,6,MT,1346
2019,M,6,PA,5205
2019,M,6,PB,2809
2019,M,6,PE,4263
2019,M,6,PI,2124
2019,M,6,PR,3130
2019,M,6,RJ,5557
2019,M,6,RN,2450
2019,M,6,RO,1049
2019,M,6,RR,189
2019,M,6,RS,3909
2019,M,6,SC,1340
2019,M,6,SE,1351
2019,M,6,SP,10365
2019,M,6,TO,719
2019,M,6,AC,664
2019,M,6,AL,1389
2019,M,6,AM,1844
2019,M,6,AP,657
2019,M,6,BA,5379
2019,M,6,CE,3367
2019,M,6,DF,1370
2019,M,6,ES,1402
2019,M,6,GO,1981
2019,M,6,MA,3045
2019,M,6,MG,7150
2019,M,6,MS,998
2019,M,6,MT,1146
2019,M,6,PA,4249
2019,M,6,PB,2458
2019,M,6,PE,3704
2019,M,6,PI,1637
2019,M,6,PR,2611
2019,M,6,RJ,4449
2019,M,6,RN,2227
2019,M,6,RO,897
2019,M,6,RR,196
2019,M,6,RS,3160
2019,M,6,SC,1228
2019,M,6,SE,1153
2019,M,6,SP,8369
2019,M,6,TO,615
2019,M,6,AC,559
2019,M,6,AL,1156
2019,M,6,AM,1681
2019,M,6,AP,613
2019,M,6,BA,4310
2019,M,6,CE,2618
2019,M,6,DF,1111
2019,M,6,ES,1107
2019,M,6,GO,1599
2019,M,6,MA,2358
2019,M,6,MG,5902
2019,M,6,MS,832
2019,M,6,MT,962
2019,M,6,PA,3535
2019,M,6,PB,1996
2019,M,6,PE,2817
2019,M,6,PI,1271
2019,M,6,PR,2186
2019,M,6,RJ,3694
2019,M,6,RN,1770
2019,M,6,RO,768
2019,M,6,RR,156
2019,M,6,RS,2715
2019,M,6,SC,952
2019,M,6,SE,989
2019,M,6,SP,6830
2019,M,6,TO,516
2019,M,6,AC,1842
2019,M,6,AL,3597
2019,M,6,AM,5241
2019,M,6,AP,1997
2019,M,6,BA,13037
2019,M,6,CE,8705
2019,M,6,DF,3576
2019,M,6,ES,3739
2019,M,6,GO,4949
2019,M,6,MA,7325
2019,M,6,MG,18313
2019,M,6,MS,2844
2019,M,6,MT,3138
2019,M,6,PA,11340
2019,M,6,PB,6761
2019,M,6,PE,9366
2019,M,6,PI,4155
2019,M,6,PR,6890
2019,M,6,RJ,11260
2019,M,6,RN,5857
2019,M,6,RO,2590
2019,M,6,RR,448
2019,M,6,RS,8182
2019,M,6,SC,3033
2019,M,6,SE,2996
2019,M,6,SP,20725
2019,M,6,TO,1382
2019,M,6,AC,1168
2019,M,6,AL,1952
2019,M,6,AM,3161
2019,M,6,AP,1293
2019,M,6,BA,7970
2019,M,6,CE,4989
2019,M,6,DF,2044
2019,M,6,ES,2143
2019,M,6,GO,2678
2019,M,6,MA,4253
2019,M,6,MG,9646
2019,M,6,MS,1733
2019,M,6,MT,1801
2019,M,6,PA,6893
2019,M,6,PB,3914
2019,M,6,PE,5279
2019,M,6,PI,2458
2019,M,6,PR,3489
2019,M,6,RJ,6058
2019,M,6,RN,3488
2019,M,6,RO,1627
2019,M,6,RR,274
2019,M,6,RS,4454
2019,M,6,SC,1614
2019,M,6,SE,1709
2019,M,6,SP,11376
2019,M,6,TO,668
2019,M,6,AC,698
2019,M,6,AL,1190
2019,M,6,AM,2160
2019,M,6,AP,873
2019,M,6,BA,5111
2019,M,6,CE,2952
2019,M,6,DF,1409
2019,M,6,ES,1300
2019,M,6,GO,1535
2019,M,6,MA,2463
2019,M,6,MG,6105
2019,M,6,MS,1138
2019,M,6,MT,1151
2019,M,6,PA,4507
2019,M,6,PB,2374
2019,M,6,PE,3309
2019,M,6,PI,1360
2019,M,6,PR,2080
2019,M,6,RJ,4030
2019,M,6,RN,2132
2019,M,6,RO,1076
2019,M,6,RR,163
2019,M,6,RS,2790
2019,M,6,SC,997
2019,M,6,SE,962
2019,M,6,SP,7225
2019,M,6,TO,401
2019,M,6,AC,383
2019,M,6,AL,674
2019,M,6,AM,1159
2019,M,6,AP,489
2019,M,6,BA,2719
2019,M,6,CE,1643
2019,M,6,DF,924
2019,M,6,ES,841
2019,M,6,GO,903
2019,M,6,MA,1271
2019,M,6,MG,3400
2019,M,6,MS,614
2019,M,6,MT,706
2019,M,6,PA,2685
2019,M,6,PB,1225
2019,M,6,PE,1916
2019,M,6,PI,765
2019,M,6,PR,1159
2019,M,6,RJ,2558
2019,M,6,RN,1176
2019,M,6,RO,585
2019,M,6,RR,88
2019,M,6,RS,1544
2019,M,6,SC,490
2019,M,6,SE,552
2019,M,6,SP,4136
2019,M,6,TO,203
2019,M,6,AC,180
2019,M,6,AL,375
2019,M,6,AM,739
2019,M,6,AP,254
2019,M,6,BA,1647
2019,M,6,CE,973
2019,M,6,DF,593
2019,M,6,ES,474
2019,M,6,GO,512
2019,M,6,MA,741
2019,M,6,MG,2194
2019,M,6,MS,364
2019,M,6,MT,448
2019,M,6,PA,1478
2019,M,6,PB,698
2019,M,6,PE,1261
2019,M,6,PI,470
2019,M,6,PR,658
2019,M,6,RJ,1819
2019,M,6,RN,709
2019,M,6,RO,279
2019,M,6,RR,58
2019,M,6,RS,965
2019,M,6,SC,284
2019,M,6,SE,302
2019,M,6,SP,2701
2019,M,6,TO,111
2019,M,6,AC,88
2019,M,6,AL,180
2019,M,6,AM,315
2019,M,6,AP,130
2019,M,6,BA,990
2019,M,6,CE,624
2019,M,6,DF,374
2019,M,6,ES,282
2019,M,6,GO,281
2019,M,6,MA,365
2019,M,6,MG,1390
2019,M,6,MS,166
2019,M,6,MT,209
2019,M,6,PA,828
2019,M,6,PB,377
2019,M,6,PE,711
2019,M,6,PI,280
2019,M,6,PR,338
2019,M,6,RJ,1276
2019,M,6,RN,401
2019,M,6,RO,136
2019,M,6,RR,20
2019,M,6,RS,637
2019,M,6,SC,149
2019,M,6,SE,189
2019,M,6,SP,1581
2019,M,6,TO,58
2019,M,6,AC,21
2019,M,6,AL,100
2019,M,6,AM,170
2019,M,6,AP,60
2019,M,6,BA,467
2019,M,6,CE,287
2019,M,6,DF,171
2019,M,6,ES,142
2019,M,6,GO,128
2019,M,6,MA,176
2019,M,6,MG,767
2019,M,6,MS,78
2019,M,6,MT,110
2019,M,6,PA,364
2019,M,6,PB,163
2019,M,6,PE,383
2019,M,6,PI,145
2019,M,6,PR,174
2019,M,6,RJ,788
2019,M,6,RN,206
2019,M,6,RO,70
2019,M,6,RR,15
2019,M,6,RS,335
2019,M,6,SC,88
2019,M,6,SE,77
2019,M,6,SP,804
2019,M,6,TO,32
2019,M,6,AC,9
2019,M,6,AL,26
2019,M,6,AM,63
2019,M,6,AP,21
2019,M,6,BA,223
2019,M,6,CE,98
2019,M,6,DF,69
2019,M,6,ES,50
2019,M,6,GO,68
2019,M,6,MA,66
2019,M,6,MG,342
2019,M,6,MS,37
2019,M,6,MT,49
2019,M,6,PA,134
2019,M,6,PB,75
2019,M,6,PE,144
2019,M,6,PI,67
2019,M,6,PR,74
2019,M,6,RJ,422
2019,M,6,RN,70
2019,M,6,RO,19
2019,M,6,RR,3
2019,M,6,RS,158
2019,M,6,SC,27
2019,M,6,SE,33
2019,M,6,SP,384
2019,M,6,TO,13
2019,M,6,AC,6
2019,M,6,AL,4
2019,M,6,AM,18
2019,M,6,AP,6
2019,M,6,BA,86
2019,M,6,CE,45
2019,M,6,DF,29
2019,M,6,ES,37
2019,M,6,GO,25
2019,M,6,MA,25
2019,M,6,MG,142
2019,M,6,MS,21
2019,M,6,MT,13
2019,M,6,PA,60
2019,M,6,PB,26
2019,M,6,PE,62
2019,M,6,PI,19
2019,M,6,PR,36
2019,M,6,RJ,161
2019,M,6,RN,25
2019,M,6,RO,10
2019,M,6,RR,5
2019,M,6,RS,49
2019,M,6,SC,19
2019,M,6,SE,12
2019,M,6,SP,151
2019,M,6,TO,1
2019,M,6,AC,1
2019,M,6,AL,2
2019,M,6,AM,4
2019,M,6,AP,3
2019,M,6,BA,46
2019,M,6,CE,18
2019,M,6,DF,14
2019,M,6,ES,9
2019,M,6,GO,7
2019,M,6,MA,9
2019,M,6,MG,49
2019,M,6,MS,4
2019,M,6,MT,7
2019,M,6,PA,17
2019,M,6,PB,9
2019,M,6,PE,22
2019,M,6,PI,8
2019,M,6,PR,12
2019,M,6,RJ,71
2019,M,6,RN,9
2019,M,6,RO,7
2019,M,6,RS,31
2019,M,6,SC,6
2019,M,6,SE,9
2019,M,6,SP,65
2019,M,6,TO,1
2020,F,1,AC,981
2020,F,1,AL,3051
2020,F,1,AM,3439
2020,F,1,AP,1103
2020,F,1,BA,16357
2020,F,1,CE,14720
2020,F,1,DF,2961
2020,F,1,ES,2824
2020,F,1,GO,10352
2020,F,1,MA,10079
2020,F,1,MG,22391
2020,F,1,MS,3878
