NU_ANO,TP_COR_RACA,TP_LOCALIZACAO_ESC,SG_UF_PROVA,QTD
2022,3,2.0,AL,378
2022,3,2.0,AM,1319
2022,3,2.0,AP,158
2022,3,2.0,BA,1119
2022,3,2.0,CE,4143
2022,3,2.0,DF,171
2022,3,2.0,ES,270
2022,3,2.0,GO,402
2022,3,2.0,MA,1769
2022,3,2.0,MG,913
2022,3,2.0,MS,221
2022,3,2.0,MT,506
2022,3,2.0,PA,1177
2022,3,2.0,PB,347
2022,3,2.0,PE,1007
2022,3,2.0,PI,430
2022,3,2.0,PR,395
2022,3,2.0,RJ,469
2022,3,2.0,RN,260
2022,3,2.0,RO,270
2022,3,2.0,RR,108
2022,3,2.0,RS,155
2022,3,2.0,SC,127
2022,3,2.0,SE,283
2022,3,2.0,SP,655
2022,3,2.0,TO,289
2022,4,1.0,AC,146
2022,4,1.0,AL,403
2022,4,1.0,AM,426
2022,4,1.0,AP,41
2022,4,1.0,BA,903
2022,4,1.0,CE,1212
2022,4,1.0,DF,351
2022,4,1.0,ES,274
2022,4,1.0,GO,1382
2022,4,1.0,MA,317
2022,4,1.0,MG,901
2022,4,1.0,MS,260
2022,4,1.0,MT,292
2022,4,1.0,PA,617
2022,4,1.0,PB,369
2022,4,1.0,PE,749
2022,4,1.0,PI,372
2022,4,1.0,PR,953
2022,4,1.0,RJ,745
2022,4,1.0,RN,292
2022,4,1.0,RO,202
2022,4,1.0,RR,22
2022,4,1.0,RS,142
2022,4,1.0,SC,216
2022,4,1.0,SE,266
2022,4,1.0,SP,3861
2022,4,1.0,TO,244
2022,4,2.0,AC,14
2022,4,2.0,AL,16
2022,4,2.0,AM,20
2022,4,2.0,AP,3
2022,4,2.0,BA,52
2022,4,2.0,CE,51
2022,4,2.0,DF,9
2022,4,2.0,ES,5
2022,4,2.0,GO,27
2022,4,2.0,MA,24
2022,4,2.0,MG,23
2022,4,2.0,MS,5
2022,4,2.0,MT,20
2022,4,2.0,PA,29
2022,4,2.0,PB,15
2022,4,2.0,PE,37
2022,4,2.0,PI,16
2022,4,2.0,PR,17
2022,4,2.0,RJ,20
2022,4,2.0,RN,13
2022,4,2.0,RO,17
2022,4,2.0,RR,3
2022,4,2.0,RS,2
2022,4,2.0,SC,6
2022,4,2.0,SE,13
2022,4,2.0,SP,31
2022,4,2.0,TO,15
2022,5,1.0,AC,29
2022,5,1.0,AL,99
2022,5,1.0,AM,722
2022,5,1.0,AP,21
2022,5,1.0,BA,247
2022,5,1.0,CE,373
2022,5,1.0,DF,72
2022,5,1.0,ES,81
2022,5,1.0,GO,214
2022,5,1.0,MA,88
2022,5,1.0,MG,180
2022,5,1.0,MS,167
2022,5,1.0,MT,58
2022,5,1.0,PA,158
2022,5,1.0,PB,135
2022,5,1.0,PE,345
2022,5,1.0,PI,85
2022,5,1.0,PR,82
2022,5,1.0,RJ,190
2022,5,1.0,RN,46
2022,5,1.0,RO,86
2022,5,1.0,RR,95
2022,5,1.0,RS,69
2022,5,1.0,SC,61
2022,5,1.0,SE,43
2022,5,1.0,SP,546
2022,5,1.0,TO,34
2022,5,2.0,AC,2
2022,5,2.0,AL,46
2022,5,2.0,AM,205
2022,5,2.0,AP,7
2022,5,2.0,BA,43
2022,5,2.0,CE,228
2022,5,2.0,DF,1
2022,5,2.0,ES,19
2022,5,2.0,GO,12
2022,5,2.0,MA,12
2022,5,2.0,MG,12
2022,5,2.0,MS,193
2022,5,2.0,MT,14
2022,5,2.0,PA,22
2022,5,2.0,PB,30
2022,5,2.0,PE,76
2022,5,2.0,PI,4
2022,5,2.0,PR,14
2022,5,2.0,RJ,7
2022,5,2.0,RN,13
2022,5,2.0,RO,42
2022,5,2.0,RR,41
2022,5,2.0,RS,4
2022,5,2.0,SC,6
2022,5,2.0,SE,4
2022,5,2.0,SP,13
2022,5,2.0,TO,30
2023,0,1.0,AC,67
2023,0,1.0,AL,199
2023,0,1.0,AM,461
2023,0,1.0,AP,52
2023,0,1.0,BA,505
2023,0,1.0,CE,2954
2023,0,1.0,DF,229
2023,0,1.0,ES,151
2023,0,1.0,GO,1013
2023,0,1.0,MA,224
2023,0,1.0,MG,645
2023,0,1.0,MS,122
2023,0,1.0,MT,182
2023,0,1.0,PA,424
2023,0,1.0,PB,305
2023,0,1.0,PE,522
2023,0,1.0,PI,213
2023,0,1.0,PR,623
2023,0,1.0,RJ,685
2023,0,1.0,RN,147
2023,0,1.0,RO,130
2023,0,1.0,RR,31
2023,0,1.0,RS,394
2023,0,1.0,SC,324
2023,0,1.0,SE,123
2023,0,1.0,SP,1465
2023,0,1.0,TO,52
2023,0,2.0,AC,11
2023,0,2.0,AL,9
2023,0,2.0,AM,50
2023,0,2.0,AP,2
2023,0,2.0,BA,23
2023,0,2.0,CE,87
2023,0,2.0,DF,12
2023,0,2.0,ES,2
2023,0,2.0,GO,15
2023,0,2.0,MA,34
2023,0,2.0,MG,22
2023,0,2.0,MS,3
2023,0,2.0,MT,13
2023,0,2.0,PA,41
2023,0,2.0,PB,5
2023,0,2.0,PE,68
2023,0,2.0,PI,18
2023,0,2.0,PR,26
2023,0,2.0,RJ,16
2023,0,2.0,RN,2
2023,0,2.0,RO,7
2023,0,2.0,RR,4
2023,0,2.0,RS,18
2023,0,2.0,SC,7
2023,0,2.0,SE,7
2023,0,2.0,SP,19
2023,0,2.0,TO,10
2023,1,1.0,AC,930
2023,1,1.0,AL,5098
2023,1,1.0,AM,4684
2023,1,1.0,AP,1104
2023,1,1.0,BA,10709
2023,1,1.0,CE,21190
2023,1,1.0,DF,8884
2023,1,1.0,ES,8550
2023,1,1.0,GO,16848
2023,1,1.0,MA,6238
2023,1,1.0,MG,33249
2023,1,1.0,MS,5955
2023,1,1.0,MT,6083
2023,1,1.0,PA,8402
2023,1,1.0,PB,7942
2023,1,1.0,PE,15435
2023,1,1.0,PI,4306
2023,1,1.0,PR,35823
2023,1,1.0,RJ,31855
2023,1,1.0,RN,7237
2023,1,1.0,RO,3105
2023,1,1.0,RR,578
2023,1,1.0,RS,31150
2023,1,1.0,SC,24299
2023,1,1.0,SE,2898
2023,1,1.0,SP,115160
2023,1,1.0,TO,1755
2023,1,2.0,AC,68
2023,1,2.0,AL,176
2023,1,2.0,AM,111
2023,1,2.0,AP,24
2023,1,2.0,BA,467
2023,1,2.0,CE,986
2023,1,2.0,DF,81
2023,1,2.0,ES,434
2023,1,2.0,GO,296
2023,1,2.0,MA,449
2023,1,2.0,MG,835
2023,1,2.0,MS,237
2023,1,2.0,MT,341
2023,1,2.0,PA,269
2023,1,2.0,PB,204
2023,1,2.0,PE,458
2023,1,2.0,PI,111
2023,1,2.0,PR,1081
2023,1,2.0,RJ,605
2023,1,2.0,RN,151
2023,1,2.0,RO,126
2023,1,2.0,RR,26
2023,1,2.0,RS,942
2023,1,2.0,SC,635
2023,1,2.0,SE,82
2023,1,2.0,SP,1543
2023,1,2.0,TO,86
2023,2,1.0,AC,375
2023,2,1.0,AL,2484
2023,2,1.0,AM,1341
2023,2,1.0,AP,510
2023,2,1.0,BA,9682
2023,2,1.0,CE,6974
2023,2,1.0,DF,2335
2023,2,1.0,ES,2637
2023,2,1.0,GO,5137
2023,2,1.0,MA,3797
2023,2,1.0,MG,7135
2023,2,1.0,MS,667
2023,2,1.0,MT,1800
2023,2,1.0,PA,3902
2023,2,1.0,PB,2225
2023,2,1.0,PE,5279
2023,2,1.0,PI,2357
2023,2,1.0,PR,2304
2023,2,1.0,RJ,9719
2023,2,1.0,RN,1415
2023,2,1.0,RO,944
2023,2,1.0,RR,169
2023,2,1.0,RS,1992
2023,2,1.0,SC,1135
2023,2,1.0,SE,1474
2023,2,1.0,SP,16551
2023,2,1.0,TO,938
2023,2,2.0,AC,47
2023,2,2.0,AL,111
2023,2,2.0,AM,53
2023,2,2.0,AP,49
2023,2,2.0,BA,483
2023,2,2.0,CE,335
2023,2,2.0,DF,62
2023,2,2.0,ES,73
2023,2,2.0,GO,107
2023,2,2.0,MA,495
2023,2,2.0,MG,226
2023,2,2.0,MS,23
2023,2,2.0,MT,128
2023,2,2.0,PA,222
2023,2,2.0,PB,83
2023,2,2.0,PE,247
2023,2,2.0,PI,135
2023,2,2.0,PR,50
2023,2,2.0,RJ,246
2023,2,2.0,RN,61
2023,2,2.0,RO,45
2023,2,2.0,RR,16
2023,2,2.0,RS,39
2023,2,2.0,SC,18
2023,2,2.0,SE,64
2023,2,2.0,SP,167
2023,2,2.0,TO,87
2023,3,1.0,AC,2176
2023,3,1.0,AL,11027
2023,3,1.0,AM,17295
2023,3,1.0,AP,2346
2023,3,1.0,BA,19351
2023,3,1.0,CE,60068
2023,3,1.0,DF,7893
2023,3,1.0,ES,8076
2023,3,1.0,GO,20490
2023,3,1.0,MA,17837
2023,3,1.0,MG,23007
2023,3,1.0,MS,4167
2023,3,1.0,MT,7221
2023,3,1.0,PA,19614
2023,3,1.0,PB,12683
2023,3,1.0,PE,21318
2023,3,1.0,PI,10244
2023,3,1.0,PR,12619
2023,3,1.0,RJ,19379
2023,3,1.0,RN,7517
2023,3,1.0,RO,5299
2023,3,1.0,RR,1172
2023,3,1.0,RS,4710
2023,3,1.0,SC,4959
2023,3,1.0,SE,5423
2023,3,1.0,SP,47594
2023,3,1.0,TO,3745
2023,3,2.0,AC,322
2023,3,2.0,AL,687
2023,3,2.0,AM,1133
2023,3,2.0,AP,170
2023,3,2.0,BA,1273
2023,3,2.0,CE,3966
2023,3,2.0,DF,225
2023,3,2.0,ES,327
2023,3,2.0,GO,454
2023,3,2.0,MA,2198
2023,3,2.0,MG,923
2023,3,2.0,MS,226
2023,3,2.0,MT,594
2023,3,2.0,PA,1311
2023,3,2.0,PB,460
2023,3,2.0,PE,1095
2023,3,2.0,PI,526
2023,3,2.0,PR,398
2023,3,2.0,RJ,534
2023,3,2.0,RN,288
2023,3,2.0,RO,231
2023,3,2.0,RR,113
2023,3,2.0,RS,177
2023,3,2.0,SC,99
2023,3,2.0,SE,304
2023,3,2.0,SP,656
2023,3,2.0,TO,294
2023,4,1.0,AC,123
2023,4,1.0,AL,475
2023,4,1.0,AM,391
2023,4,1.0,AP,51
2023,4,1.0,BA,614
2023,4,1.0,CE,929
2023,4,1.0,DF,249
2023,4,1.0,ES,172
2023,4,1.0,GO,1224
2023,4,1.0,MA,361
2023,4,1.0,MG,650
2023,4,1.0,MS,275
2023,4,1.0,MT,303
2023,4,1.0,PA,562
2023,4,1.0,PB,363
2023,4,1.0,PE,621
2023,4,1.0,PI,336
2023,4,1.0,PR,1007
2023,4,1.0,RJ,585
2023,4,1.0,RN,204
2023,4,1.0,RO,214
2023,4,1.0,RR,17
2023,4,1.0,RS,130
2023,4,1.0,SC,204
2023,4,1.0,SE,202
2023,4,1.0,SP,3590
2023,4,1.0,TO,157
2023,4,2.0,AC,14
2023,4,2.0,AL,26
2023,4,2.0,AM,9
2023,4,2.0,AP,5
2023,4,2.0,BA,48
2023,4,2.0,CE,44
2023,4,2.0,DF,8
2023,4,2.0,ES,6
2023,4,2.0,GO,27
2023,4,2.0,MA,45
2023,4,2.0,MG,19
2023,4,2.0,MS,6
2023,4,2.0,MT,8
2023,4,2.0,PA,30
2023,4,2.0,PB,17
2023,4,2.0,PE,30
2023,4,2.0,PI,16
2023,4,2.0,PR,35
2023,4,2.0,RJ,22
2023,4,2.0,RN,8
2023,4,2.0,RO,4
2023,4,2.0,RR,3
2023,4,2.0,RS,4
2023,4,2.0,SC,1
2023,4,2.0,SE,9
2023,4,2.0,SP,33
2023,4,2.0,TO,12
2023,5,1.0,AC,56
2023,5,1.0,AL,146
2023,5,1.0,AM,780
2023,5,1.0,AP,14
2023,5,1.0,BA,231
2023,5,1.0,CE,386
2023,5,1.0,DF,54
2023,5,1.0,ES,92
2023,5,1.0,GO,275
2023,5,1.0,MA,147
2023,5,1.0,MG,143
2023,5,1.0,MS,106
2023,5,1.0,MT,61
2023,5,1.0,PA,205
2023,5,1.0,PB,124
2023,5,1.0,PE,367
2023,5,1.0,PI,100
2023,5,1.0,PR,104
2023,5,1.0,RJ,165
2023,5,1.0,RN,56
2023,5,1.0,RO,73
2023,5,1.0,RR,96
2023,5,1.0,RS,85
2023,5,1.0,SC,81
2023,5,1.0,SE,66
2023,5,1.0,SP,571
2023,5,1.0,TO,46
2023,5,2.0,AC,8
2023,5,2.0,AL,39
2023,5,2.0,AM,213
2023,5,2.0,AP,2
2023,5,2.0,BA,37
2023,5,2.0,CE,215
2023,5,2.0,DF,1
2023,5,2.0,ES,18
2023,5,2.0,GO,9
2023,5,2.0,MA,35
2023,5,2.0,MG,18
2023,5,2.0,MS,137
2023,5,2.0,MT,23
2023,5,2.0,PA,20
2023,5,2.0,PB,53
2023,5,2.0,PE,121
2023,5,2.0,PI,4
2023,5,2.0,PR,41
2023,5,2.0,RJ,2
2023,5,2.0,RN,15
2023,5,2.0,RO,14
2023,5,2.0,RR,58
2023,5,2.0,RS,13
2023,5,2.0,SC,3
2023,5,2.0,SE,6
2023,5,2.0,SP,10
2023,5,2.0,TO,35
